latravel,motorway,rural_other,rural_primary,urban_other,urban_primary
E06000001,0,0.003259456750162799,0.9241549410548068,0.04140679989595035,0.03117880229908008
E06000002,0,0.010471756573819947,0.6228335431068733,0.025882968366856027,0.3408117319524506
E06000003,0,0.05114011278597129,0.7548720221135972,0.04608986052152751,0.14789800457890406
E06000004,0,0.01907886076424721,0.8545177064473779,0.016682720969594708,0.10972071181878018
E06000005,0.3110173490857109,0.1726766460656074,0.36992560587065576,0.06309629004039187,0.08328410893763402
E06000006,0.6480397618481214,9.644008046343508e-4,0.06164499930996077,0.008148791242462454,0.28120204679482114
E06000007,0.8830826504282313,0.021320969766791605,0.05887061188407691,0.01545443936809338,0.021271328552806782
E06000008,0.382738983701446,0.017463919869636652,0.19699945432157193,0.07787165786952252,0.32492598423782293
E06000009,0.026298592891555533,0.0836657117986328,0.07695658275159327,0.4999645354446339,0.3131145771135845
E06000010,0,0.05959132760060323,0.11746226005185119,0.21114667956733899,0.6117997327802065
E06000011,0.17698382539910396,0.18258830146760135,0.523829456455764,0.04279942151313698,0.07379899516439378
E06000012,0,0.023150797550698876,0.6923464663829246,0.0719905687360929,0.21251216733028366
E06000013,0.505685967608388,0.06599353273721362,0.35434179988209324,0.033975122307990255,0.04000357746431479
E06000014,0,0.09551560023333353,0.8001308120328697,0.037973949794584815,0.06637963793921194
E06000015,0,0.015699030053229073,0.44882408649431754,0.04104890212056304,0.49442798133189025
E06000016,0,0.007019469170150005,0.5308493434664404,0.07376083514273177,0.38837035222067784
E06000017,0,0.1592513951424589,0.7623595364220925,0.04102460407764327,0.03736446435780522
E06000018,0.045909509839435085,0.004198248917684385,0.15927426007990128,0.08874548922421092,0.7018724919387683
E06000019,0.01617347705325901,0.19959728261352092,0.6620604205965059,0.036492978251611664,0.0856758414851025
E06000020,0.3362261614890411,0.07519051376068286,0.499589763491236,0.038476061852256875,0.0505174994067831
E06000021,0.002183989214911127,0.0020973397083487435,0.22468035017413096,0.06849973513453594,0.7025385857680733
E06000022,0,0.1099310167867987,0.6370653012918983,0.04787590865792407,0.20512777326337892
E06000023,0.5436637297338031,0.002474514034497362,0.0411551744913845,0.10766126991077239,0.30504531182954264
E06000024,0.8334628075831031,0.052370543490424484,0.04677027236631799,0.026403711310075555,0.04099266525007886
E06000025,0.8949570033133177,0.03680190216289765,0.04262332799053667,0.014593708200324062,0.011024058332923914
E06000026,0,0.03858580650531002,0.4305119652908842,0.23329093140111323,0.29761129680269255
E06000027,0,0.06546901710970059,0.44028745026625526,0.17086622641663077,0.32337730620741334
E06000028,0,3.654730972478134e-5,0.09410963196493428,0.1262526567665085,0.7796011639588325
E06000029,0,0.0011196658001537756,0.3869087728853027,0.14478177138687295,0.4671897899276707
E06000030,0.3628362129533204,0.08784448095039997,0.3964481186988449,0.06520288364123078,0.08766830375620399
E06000031,0.042124306730951064,0.09102614962973851,0.6563442624556072,0.04169413708708879,0.16881114409661452
E06000032,0.5818834351760117,0.017438549555528697,0.04868501363059343,0.10065655528600045,0.2513364463518657
E06000033,0,0.07494392225349888,0.0897031524961945,0.08795888107756157,0.747394044172745
E06000034,0.21065613654772422,0.026972996075327573,0.6446109403384476,0.03169775583533921,0.08606217120316148
E06000035,0.449953307419921,0.056572583631352355,0.2922844152380759,0.09902998523216469,0.10215970847848599
E06000036,0.15946996067583502,0.16940896726944984,0.4059779360827487,0.13903920082804302,0.1261039351439234
E06000037,0.4500733104173583,0.19351742822844542,0.2948829501953034,0.029162404803920294,0.03236390635497258
E06000038,0.22271661087480793,0.018960518855419266,0.2325430727025178,0.0611374285689963,0.46464236899825867
E06000039,0.8249623202739137,0.004487567642257978,0.03333877246154367,0.047493353267245554,0.08971798635503907
E06000040,0.66025678552829,0.035218627004784314,0.2494848623858617,0.02240682584412548,0.03263289923693839
E06000041,0.5495842192080626,0.13349584565354392,0.22550803787897797,0.04336053677348321,0.048051360485932317
E06000042,0.2870038811752646,0.05730064356973511,0.5024229477298604,0.0449386610826027,0.10833386644253716
E06000043,0.09755989785976274,0.03560051544286933,0.6764033454656421,0.0921392045448495,0.09829703668687635
E06000044,0.4092770632341728,0.026541246061350506,0.26189492857023494,0.06651093048029115,0.2357758316539506
E06000045,0.5396083400287708,0.025152724538752325,0.02512008124003339,0.0990362633654567,0.31108259082698686
E06000046,0,0.4938672248463895,0.25770237885842595,0.09371789284610747,0.15471250344907703
E06000047,0.4467757612337929,0.1657650339860884,0.28507778236235026,0.02613894940269294,0.07624247301507557
E06000049,0.41663642906317383,0.0780773385139955,0.4236864189626512,0.019264040089199883,0.062335773370979515
E06000050,0.35290067253865853,0.07973291714660373,0.4533190123354667,0.030139502436197046,0.083907895543074
E06000051,0.05362956004073293,0.20786255387126124,0.6610854421369227,0.028461474097010685,0.04896096985407244
E06000052,0,0.17808979305199246,0.7255748091201316,0.030915285623314425,0.06542011220456159
E06000054,0.08346433067856705,0.17245190339181163,0.6041681229354295,0.03804522808631382,0.10187041490787799
E06000055,0,0.08211780662777046,0.7991726496523814,0.030303557465781533,0.08840598625406662
E06000056,0.24315318249767248,0.1148854760821402,0.5502477817602759,0.03916962669465688,0.052543932965254544
E06000057,0,0.3487655578837596,0.5725957177211399,0.025668952026040356,0.05296977236906018
E07000004,0.03787321040619857,0.2530387574412432,0.5475841440946457,0.057522526912767,0.10398136114514556
E07000005,0.08684212848599118,0.15666049569229148,0.5190143587484395,0.07082416715340809,0.16665884991986982
E07000006,0.8433996970927812,0.01504919159653715,0.09408303238097195,0.010927386171308203,0.03654069275840152
E07000007,0.6001753575902115,0.11264790188547014,0.17647064291953302,0.02872623446228621,0.08197986314249915
E07000008,0.20602685036202076,0.015569055873115516,0.20429218074387132,0.20468441384130545,0.369427499179687
E07000009,0,0.11033969477180917,0.8186583946014334,0.039499582877285784,0.03150232774947156
E07000010,0,0.26813309344845865,0.5728480996167451,0.0719515174495973,0.087067289485199
E07000011,0.09699517793348877,0.2650078202915237,0.5149257962908821,0.05609773175948793,0.06697347372461751
E07000012,0.12635968842848505,0.08182723637882183,0.7269442667623128,0.03040202763080567,0.034466780799574645
E07000026,0,0.1435587654460925,0.8062829623646708,0.01823320939649914,0.03192506279273755
E07000027,0,0.11665228866958066,0.5852744751376552,0.13178560219937147,0.1662876339933927
E07000028,0.18448343346104815,0.2218357469630008,0.46916696825788406,0.06338170864381774,0.061132142674249254
E07000029,0,0.07677418307851494,0.8103648879068022,0.01948214880201311,0.09337878021266974
E07000030,0.2978231672123264,0.22645098646420073,0.4412720661091841,0.017037257637262892,0.017416522577025938
E07000031,0.13096687670746607,0.19029867993522182,0.6003175435045434,0.020843202710276013,0.05757369714249263
E07000032,0,0.2222350655629668,0.6572504077206633,0.04571987768555016,0.07479464903081971
E07000033,0.6082405605252523,0.08072959713569482,0.23105326519518626,0.026759942304313097,0.05321663483955362
E07000034,0.41476749824179737,0.05453382724086652,0.08607676317060942,0.09345377008949698,0.3511681412572297
E07000035,0,0.35513156682873886,0.5609142467217477,0.03658624495435753,0.047367941495155795
E07000036,0.5392996214297303,0.01389960296250427,0.3688149894768929,0.03524294586740554,0.04274284026346702
E07000037,0,0.19551286164815673,0.6429922387515243,0.04653718766573798,0.114957711934581
E07000038,0.2971293457994196,0.3780682758847698,0.23725628196695106,0.04968711776398702,0.037858978584872485
E07000039,0,0.12169918096790912,0.8083205616905392,0.04362269162213585,0.026357565719415835
E07000040,0.2871945290844678,0.1658048692413703,0.4588288121304472,0.027704652889740826,0.06046713665397388
E07000041,0.18824687964607478,0.03446414991302224,0.2688814363644882,0.2469263826270093,0.2614811514494054
E07000042,0.33418181624638515,0.12717010082096442,0.47260862949727483,0.027807445302131768,0.03823200813324389
E07000043,0,0.15619421867497546,0.7734042056888849,0.032196189026822454,0.03820538660931717
E07000044,0,0.22393404068300626,0.687289724293449,0.01948938798862801,0.06928684703491673
E07000045,0.0540465844653482,0.0824353255942041,0.8001803417496354,0.0157531523683854,0.047584595822426905
E07000046,0,0.22025717565927944,0.7160932275038154,0.026840853281016652,0.03680874355588842
E07000047,0,0.23313366526212667,0.706512911249661,0.02553630327375316,0.034817120214459166
